 13; 5000; 1
 8; 5000; 1
 28; 5000; 1
 16; 5000; 1
 20; 5000; 1
 3; 5000; 1
 12; 5000; 1
 5; 5000; 1
 14; 5000; 1
 6; 5000; 1
 2; 5000; 1
 7; 5000; 1
 47; 5000; 1
 24; 5000; 1
 6; 5000; 1
 10; 5000; 1
 21; 5000; 1
 24; 5000; 1
 45; 5000; 1
 4; 5000; 1
 49; 5000; 1
 31; 5000; 1
 10; 5000; 1
 5; 5000; 1
 18; 5000; 1
 23; 5000; 1
 39; 5000; 1
 11; 5000; 1
 22; 5000; 1
 50; 5000; 1
 0; 1474; 1
 0; 3874; 1
 0; 3324; 1
 0; 1224; 1
 0; 2549; 1
 0; 4449; 1
 0; 1349; 1
 0; 4499; 1
 1; 5000; 1
 0; 549; 1
 0; 1291; 1
 0; 1486; 1
 0; 3199; 1
 0; 1699; 1
 0; 1474; 1
 0; 999; 1
 0; 3349; 1
 0; 2249; 1
 0; 2249; 1
 1; 5000; 1
 0; 1399; 1
 0; 936; 1
 0; 2599; 1
 0; 2849; 1
 0; 3199; 1
 0; 4387; 1
 0; 1399; 1
 0; 4474; 1
 0; 3399; 1
 0; 2437; 1
 0; 249; 1
 0; 349; 1
 0; 351; 1
 0; 259; 1
 0; 339; 1
 0; 283; 1
 0; 204; 1
 0; 239; 1
 0; 279; 1
 0; 269; 1
 0; 339; 1
 0; 319; 1
 0; 260; 1
 0; 329; 1
 0; 319; 1
 0; 214; 1
 0; 269; 1
 0; 319; 1
 0; 359; 1
 0; 309; 1
 0; 329; 1
 0; 229; 1
 0; 219; 1
 0; 219; 1
 0; 369; 1
 0; 319; 1
 0; 359; 1
 0; 289; 1
 0; 299; 1
 0; 289; 1
 0; 1424; 1
 0; 1449; 1
 0; 3199; 1
 0; 2924; 1
 0; 2449; 1
 0; 3974; 1
 0; 2649; 1
 0; 2024; 1
 0; 3574; 1
 0; 724; 1
 0; 1149; 1
 0; 3399; 1
 0; 1374; 1
 0; 3024; 1
 0; 1524; 1
 0; 2949; 1
 0; 999; 1
 0; 3174; 1
 0; 1724; 1
 0; 2374; 1
 0; 1127; 1
 0; 4449; 1
 0; 874; 1
 1; 5000; 1
 0; 3324; 1
 0; 699; 1
 0; 1874; 1
 0; 1624; 1
 0; 2224; 1
 0; 2099; 1
 0; 2099; 1
 0; 4787; 1
 0; 4174; 1
 0; 2531; 1
 0; 2649; 1
 2; 5000; 1
 0; 2512; 1
 0; 2524; 1
 0; 1399; 1
 0; 2649; 1
 0; 1524; 1
 0; 1124; 1
 0; 2199; 1
 0; 1176; 1
 0; 1074; 1
 0; 1146; 1
 0; 3324; 1
 0; 4762; 1
 1; 5000; 1
 0; 1824; 1
 0; 999; 1
 0; 3349; 1
 0; 1124; 1
 0; 1599; 1
 0; 3874; 1
 0; 2949; 1
 0; 1199; 1
