 0; 624; 1; 1; 1
 0; 759; 1; 1; 1
 0; 744; 1; 1; 1
 0; 339; 1; 1; 1
 0; 534; 1; 1; 1
 0; 474; 1; 1; 1
 0; 377; 1; 1; 1
 0; 789; 1; 1; 1
 0; 534; 1; 1; 1
 0; 414; 1; 21; 14
 0; 474; 1; 1; 1
 0; 444; 1; 21; 14
 0; 459; 1; 3; 2
 0; 654; 1; 1; 1
 0; 504; 1; 1; 1
 0; 519; 1; 1; 1
 0; 624; 1; 1; 1
 0; 354; 1; 1; 1
 0; 579; 1; 1; 1
 0; 478; 1; 1; 1
 0; 317; 1; 1; 1
 0; 594; 1; 1; 1
 0; 242; 1; 41; 27
 0; 459; 1; 1; 1
 0; 474; 1; 1; 1
 0; 654; 1; 1; 1
 0; 347; 1; 163; 108
 0; 534; 1; 1; 1
 0; 909; 1; 1; 1
 0; 491; 1; 21; 14
 0; 1019; 1; 1; 1
 0; 1374; 1; 1; 1
 0; 3112; 1; 1; 1
 0; 1049; 1; 1; 1
 0; 2949; 1; 1; 1
 0; 1524; 1; 1; 1
 0; 2374; 1; 1; 1
 0; 3374; 1; 1; 1
 0; 3024; 1; 1; 1
 0; 831; 1; 1; 1
 0; 3449; 1; 1; 1
 0; 599; 1; 1; 1
 0; 2124; 1; 1; 1
 0; 1912; 1; 1; 1
 0; 2624; 1; 1; 1
 0; 599; 1; 163; 108
 0; 2074; 1; 1; 1
 0; 2699; 1; 1; 1
 0; 2799; 1; 1; 1
 0; 2899; 1; 1; 1
 0; 2924; 1; 1; 1
 0; 1594; 1; 3; 2
 0; 3249; 1; 1; 1
 0; 587; 1; 1; 1
 0; 2174; 1; 1; 1
 0; 1274; 1; 1; 1
 0; 3849; 1; 1; 1
 0; 562; 1; 1; 1
 0; 1249; 1; 1; 1
 0; 2099; 1; 1; 1
 0; 299; 1; 6; 4
 0; 224; 1; 1; 1
 0; 549; 1; 1; 1
 0; 269; 1; 3; 2
 0; 199; 1; 1; 1
 0; 429; 1; 1; 1
 0; 224; 1; 21; 14
 0; 319; 1; 1; 1
 0; 219; 1; 1; 1
 0; 309; 1; 1; 1
 0; 259; 1; 41; 27
 0; 243; 1; 82; 54
 0; 184; 1; 163; 108
 0; 239; 1; 1; 1
 0; 289; 1; 1; 1
 0; 299; 1; 1; 1
 0; 359; 1; 1; 1
 0; 204; 1; 163; 108
 0; 295; 1; 163; 108
 0; 239; 1; 1; 1
 0; 429; 1; 1; 1
 0; 359; 1; 1; 1
 0; 209; 1; 41; 27
 0; 299; 1; 1; 1
 0; 204; 1; 82; 54
 0; 254; 1; 163; 108
 0; 239; 1; 41; 27
 0; 309; 1; 1; 1
 0; 249; 1; 1; 1
 0; 204; 1; 163; 108
 0; 324; 1; 1; 1
 0; 474; 1; 11; 4
 0; 324; 1; 82; 27
 0; 338; 1; 1; 1
 0; 332; 1; 163; 54
 0; 280; 1; 163; 54
 0; 459; 1; 1; 1
 0; 384; 1; 1; 1
 0; 834; 1; 1; 1
 0; 295; 1; 41; 14
 0; 654; 1; 1; 1
 0; 324; 1; 163; 54
 0; 654; 1; 1; 1
 0; 242; 1; 163; 54
 0; 422; 1; 82; 27
 0; 504; 1; 1; 1
 0; 354; 1; 1; 1
 0; 549; 1; 1; 1
 0; 759; 1; 1; 1
 0; 347; 1; 21; 7
 0; 444; 1; 41; 14
 0; 609; 1; 1; 1
 0; 639; 1; 1; 1
 0; 594; 1; 1; 1
 0; 347; 1; 163; 54
 0; 354; 1; 1; 1
 0; 639; 1; 1; 1
 0; 714; 1; 1; 1
 0; 354; 1; 163; 54
 0; 999; 1; 1; 1
 0; 350; 1; 1; 1
 0; 549; 1; 2; 1
 0; 369; 1; 1; 1
 0; 459; 1; 1; 1
 0; 302; 1; 11; 7
 0; 564; 1; 1; 1
 0; 347; 1; 41; 27
 0; 804; 1; 1; 1
 0; 339; 1; 21; 14
 0; 879; 1; 1; 1
 0; 489; 1; 1; 1
 0; 564; 1; 1; 1
 0; 427; 1; 41; 27
 0; 489; 1; 1; 1
 0; 504; 1; 1; 1
 0; 504; 1; 1; 1
 0; 359; 1; 163; 108
 0; 909; 1; 1; 1
 0; 639; 1; 2; 1
 0; 669; 1; 1; 1
 0; 654; 1; 1; 1
 0; 609; 1; 1; 1
 0; 699; 1; 1; 1
 0; 549; 1; 1; 1
 0; 534; 1; 3; 2
 0; 397; 1; 1; 1
 0; 684; 1; 1; 1
 0; 332; 1; 1; 1
 0; 519; 1; 1; 1
 0; 684; 1; 1; 1
 0; 684; 1; 1; 1
 0; 399; 1; 14; 14
 0; 375; 1; 1; 1
 0; 422; 1; 108; 108
 0; 534; 1; 1; 1
 0; 362; 1; 2; 2
 0; 249; 1; 54; 54
 0; 534; 1; 1; 1
 0; 414; 1; 1; 1
 0; 639; 1; 1; 1
 0; 317; 1; 108; 108
 0; 534; 1; 4; 4
 0; 504; 1; 1; 1
 0; 984; 1; 1; 1
 0; 729; 1; 1; 1
 0; 332; 1; 54; 54
 0; 309; 1; 1; 1
 0; 759; 1; 1; 1
 0; 819; 1; 1; 1
 0; 699; 1; 1; 1
 0; 609; 1; 1; 1
 0; 353; 1; 108; 108
 0; 624; 1; 1; 1
 0; 497; 1; 1; 1
 0; 729; 1; 1; 1
 0; 474; 1; 1; 1
 0; 459; 1; 1; 1
 0; 624; 1; 1; 1
 0; 474; 1; 1; 1
 0; 594; 1; 1; 1
 0; 362; 1; 14; 14
 0; 459; 1; 1; 1
 0; 407; 1; 1; 1
 0; 594; 1; 1; 1
 0; 654; 1; 1; 1
 0; 528; 1; 4; 4
 0; 879; 1; 1; 1
 0; 474; 1; 1; 1
 0; 317; 1; 1; 1
 0; 474; 1; 1; 1
 0; 317; 1; 1; 1
 0; 639; 1; 1; 1
 0; 864; 1; 1; 1
 0; 339; 1; 1; 1
 0; 399; 1; 7; 7
 0; 324; 1; 1; 1
 0; 654; 1; 1; 1
 0; 579; 1; 1; 1
 0; 624; 1; 1; 1
 0; 354; 1; 54; 54
 0; 969; 1; 1; 1
 0; 338; 1; 14; 14
 0; 834; 1; 1; 1
 0; 489; 1; 2; 2
 0; 706; 1; 27; 27
 0; 519; 1; 1; 1
 0; 864; 1; 1; 1
 0; 347; 1; 1; 1
 0; 579; 1; 1; 1
 0; 422; 1; 7; 7
 0; 188; 1; 1; 1
 0; 294; 1; 1; 1
 0; 174; 1; 1; 1
 0; 189; 1; 1; 1
 0; 248; 1; 2; 1
 0; 264; 1; 1; 1
 0; 279; 1; 1; 1
 0; 241; 1; 6; 4
 0; 294; 1; 1; 1
 0; 281; 1; 1; 1
 0; 219; 1; 1; 1
 0; 189; 1; 1; 1
 0; 219; 1; 1; 1
 0; 240; 1; 21; 14
 0; 196; 1; 1; 1
 0; 275; 1; 21; 14
 0; 189; 1; 1; 1
 0; 265; 1; 3; 2
 0; 182; 1; 1; 1
 0; 221; 1; 21; 14
 0; 197; 1; 21; 14
 0; 234; 1; 1; 1
 0; 235; 1; 1; 1
 0; 162; 1; 1; 1
 0; 189; 1; 1; 1
 0; 264; 1; 1; 1
 0; 195; 1; 1; 1
 0; 215; 1; 1; 1
 0; 189; 1; 1; 1
 0; 204; 1; 6; 4
 0; 339; 1; 1; 1
 0; 269; 1; 6; 4
 0; 264; 1; 11; 7
 0; 234; 1; 163; 108
 0; 309; 1; 1; 1
 0; 369; 1; 2; 1
 0; 256; 1; 3; 2
 0; 316; 1; 1; 1
 0; 197; 1; 21; 14
 0; 287; 1; 1; 1
 0; 279; 1; 6; 4
 0; 212; 1; 163; 108
 0; 298; 1; 2; 1
 0; 339; 1; 1; 1
 0; 354; 1; 1; 1
 0; 459; 1; 1; 1
 0; 489; 1; 1; 1
 0; 339; 1; 3; 2
 0; 339; 1; 1; 1
 0; 294; 1; 1; 1
 0; 309; 1; 1; 1
 0; 384; 1; 1; 1
 0; 234; 1; 1; 1
 0; 497; 1; 1; 1
 0; 324; 1; 1; 1
 0; 249; 1; 1; 1
 0; 384; 1; 1; 1
 0; 339; 1; 1; 1
 0; 279; 1; 21; 14
 0; 291; 1; 1; 1
 0; 704; 1; 1; 1
 0; 497; 1; 1; 1
 0; 654; 1; 1; 1
 0; 332; 1; 82; 54
 0; 394; 1; 1; 1
 0; 654; 1; 1; 1
 0; 339; 1; 163; 108
 0; 624; 1; 1; 1
 0; 302; 1; 21; 14
 0; 909; 1; 1; 1
 0; 594; 1; 1; 1
 0; 564; 1; 1; 1
 0; 324; 1; 1; 1
 0; 519; 1; 1; 1
 0; 429; 1; 1; 1
 0; 594; 1; 1; 1
 0; 789; 1; 1; 1
 0; 369; 1; 41; 27
 0; 534; 1; 1; 1
 0; 414; 1; 3; 2
 0; 654; 1; 1; 1
 0; 549; 1; 1; 1
 0; 774; 1; 1; 1
 0; 414; 1; 1; 1
 0; 332; 1; 163; 108
 0; 1029; 1; 1; 1
 0; 654; 1; 1; 1
 0; 350; 1; 82; 54
 0; 759; 1; 1; 1
 0; 318; 1; 41; 27
 0; 594; 1; 1; 1
