 11; 5000; 1
 38; 5000; 1
 37; 5000; 1
 24; 5000; 1
 15; 5000; 1
 27; 5000; 1
 39; 5000; 1
 13; 5000; 1
 40; 5000; 1
 13; 5000; 1
 7; 5000; 1
 48; 5000; 1
 49; 5000; 1
 8; 5000; 1
 6; 5000; 1
 16; 5000; 1
 47; 5000; 1
 40; 5000; 1
 9; 5000; 1
 26; 5000; 1
 13; 5000; 1
 30; 5000; 1
 29; 5000; 1
 15; 5000; 1
 37; 5000; 1
 8; 5000; 1
 52; 5000; 1
 8; 5000; 1
 30; 5000; 1
 15; 5000; 1
 0; 4249; 1
 0; 4574; 1
 0; 1512; 1
 0; 2074; 1
 0; 3299; 1
 0; 2549; 1
 0; 2349; 1
 0; 3749; 1
 0; 924; 1
 1; 5000; 1
 0; 1224; 1
 0; 749; 1
 0; 1599; 1
 0; 1479; 1
 0; 1774; 1
 0; 2724; 1
 0; 3999; 1
 0; 2012; 1
 0; 1524; 1
 0; 988; 1
 0; 599; 1
 0; 2349; 1
 0; 462; 1
 0; 3499; 1
 0; 624; 1
 0; 2299; 1
 0; 2499; 1
 0; 1662; 1
 0; 3149; 1
 0; 1244; 1
 0; 349; 1
 0; 339; 1
 0; 279; 1
 0; 249; 1
 0; 249; 1
 0; 409; 1
 0; 205; 1
 0; 219; 1
 0; 303; 1
 0; 249; 1
 0; 204; 1
 0; 269; 1
 0; 249; 1
 0; 269; 1
 0; 289; 1
 0; 359; 1
 0; 219; 1
 0; 319; 1
 0; 229; 1
 0; 294; 1
 0; 259; 1
 0; 344; 1
 0; 319; 1
 0; 249; 1
 0; 269; 1
 0; 256; 1
 0; 269; 1
 0; 349; 1
 0; 299; 1
 0; 309; 1
 15; 5000; 1
 7; 5000; 1
 50; 5000; 1
 19; 5000; 1
 21; 5000; 1
 21; 5000; 1
 7; 5000; 1
 4; 5000; 1
 10; 5000; 1
 39; 5000; 1
 44; 5000; 1
 46; 5000; 1
 23; 5000; 1
 21; 5000; 1
 6; 5000; 1
 47; 5000; 1
 29; 5000; 1
 37; 5000; 1
 46; 5000; 1
 7; 5000; 1
 37; 5000; 1
 10; 5000; 1
 17; 5000; 1
 20; 5000; 1
 47; 5000; 1
 34; 5000; 1
 49; 5000; 1
 45; 5000; 1
 26; 5000; 1
 2; 5000; 1
 11; 5000; 1
 28; 5000; 1
 19; 5000; 1
 28; 5000; 1
 20; 5000; 1
 32; 5000; 1
 3; 5000; 1
 7; 5000; 1
 32; 5000; 1
 9; 5000; 1
 41; 5000; 1
 16; 5000; 1
 10; 5000; 1
 33; 5000; 1
 50; 5000; 1
 27; 5000; 1
 53; 5000; 1
 45; 5000; 1
 48; 5000; 1
 9; 5000; 1
 7; 5000; 1
 7; 5000; 1
 15; 5000; 1
 47; 5000; 1
 12; 5000; 1
 1; 5000; 1
 33; 5000; 1
 21; 5000; 1
 21; 5000; 1
 28; 5000; 1
 7; 5000; 1
 31; 5000; 1
 38; 5000; 1
 7; 5000; 1
 18; 5000; 1
 6; 5000; 1
 43; 5000; 1
 29; 5000; 1
 33; 5000; 1
 49; 5000; 1
 37; 5000; 1
 30; 5000; 1
 45; 5000; 1
 45; 5000; 1
 34; 5000; 1
 14; 5000; 1
 20; 5000; 1
 41; 5000; 1
 36; 5000; 1
 44; 5000; 1
 40; 5000; 1
 45; 5000; 1
 24; 5000; 1
 43; 5000; 1
 30; 5000; 1
 3; 5000; 1
 41; 5000; 1
 40; 5000; 1
 2; 5000; 1
 4; 5000; 1
 20; 5000; 1
 29; 5000; 1
 6; 5000; 1
 28; 5000; 1
 19; 5000; 1
 43; 5000; 1
 10; 5000; 1
 6; 5000; 1
 12; 5000; 1
 30; 5000; 1
 29; 5000; 1
 25; 5000; 1
 9; 5000; 1
 45; 5000; 1
 9; 5000; 1
 6; 5000; 1
 24; 5000; 1
 31; 5000; 1
 10; 5000; 1
 7; 5000; 1
